id_cliente,identificacion,nombre,apellido,genero,fecha_nacimiento,correo,telefono,id_programa,fecha_afiliacion,tipo_cliente
2823,831750064,Diana,Fernández Ulibarri,M,1982-09-20,morenoguadalupe@example.com,1-278-762-6023,3,2022-03-30,Frecuente
2824,565394991,Isaac,Portillo Linares,M,1975-05-17,vergaraeugenia@example.org,998.689.1950x7867,,,Frecuente
2825,885831217,Rebeca,Orosco Vargas,F,1976-07-07,yenisosa@example.org,1-194-874-6123x1900,2,2023-10-21,VIP
2826,501904402,Claudia,Longoria Bustos,M,1978-07-02,ivan17@example.com,637-353-3270x2899,1,2024-06-13,Frecuente
2827,130874058,Karla,Paredes Puente,N,1968-02-04,xtejada@example.net,431.162.1065x14947,,,VIP
2828,823332839,Emiliano,Padrón Narváez,N,1995-02-16,elvira10@example.com,771.030.2759,,,Ocasional
2829,864242290,Linda,Arguello Valdés,M,1969-06-20,pascual69@example.com,358.434.2314x9452,3,2025-01-26,Ocasional
2830,753533846,Benito,de la Garza Montaño,F,1998-01-12,barmenta@example.org,098-180-4099x91514,,,Ocasional
2831,556967741,Bernardo,Lovato Acevedo,M,1956-01-12,ana-maria85@example.org,(134)742-9636x41226,,,VIP
2832,625783736,Hernán,Regalado Cervántez,M,1962-04-09,gabriela39@example.net,(453)960-4240,3,2023-01-25,VIP
2833,524868150,Omar,Botello Rendón,M,1975-02-13,sonia42@example.com,(396)852-7682x09188,2,2025-10-31,Frecuente
2834,390460704,Benjamín,de Jesús Corral,N,1970-04-05,juan-carlos61@example.com,(809)702-0979,4,2022-06-04,Frecuente
2835,866007778,Adela,Zepeda Puga,F,1971-09-04,jorgecampos@example.net,1-911-753-3170,4,2023-02-20,Frecuente
2836,132787831,Celia,Montez Figueroa,F,1961-10-11,modestozamora@example.com,+86(0)4377587253,,,Ocasional
2837,511620860,Mayte,Briseño Salcedo,F,2001-06-26,alejandrocarrero@example.com,330.032.5696,,,VIP
2838,355361592,Georgina,Rael Heredia,N,1997-08-06,espinoeugenio@example.org,05196839484,4,2025-12-11,Ocasional
2839,521205671,Cristina,Cisneros Paz,F,1977-11-19,ffajardo@example.com,(309)903-4913,2,2024-12-26,VIP
2840,723282245,Antonio,Moya Olivárez,M,1993-07-03,elsa66@example.com,03646351452,2,2025-06-18,Ocasional
2841,680309360,Dulce María,Serrato Cervántez,F,1981-11-06,claramelendez@example.net,1-485-297-9934,2,2022-01-23,Ocasional
2842,222195513,Rubén,Palomo Mota,F,1976-04-05,ureyes@example.net,352.197.0640,4,2023-02-27,Frecuente
2843,129109016,Magdalena,Lomeli Bueno,M,1969-12-04,elsabermudez@example.com,024-478-3075,3,2022-01-26,Ocasional
2844,435540425,Adela,Carbajal Pabón,N,1975-11-01,claudiasalinas@example.net,+34(9)1410526963,2,2023-09-09,Frecuente
2845,996433712,Liliana,Luevano de la Fuente,M,1997-05-23,ucorral@example.org,(645)436-7687,4,2022-06-14,Ocasional
2846,240865747,Santiago,Prieto Roque,M,1993-06-21,julio72@example.com,863.013.3327x9882,3,2023-12-04,VIP
2847,254547698,Barbara,Regalado Abreu,F,1965-11-24,tomasperales@example.net,199.614.9491x851,,,VIP
2848,157743281,Homero,Rico Mota,N,1976-03-29,acastaneda@example.net,+38(4)9526068228,3,2025-01-30,VIP
2849,313917200,María José,Valles Marroquín,F,1975-01-25,tbecerra@example.org,+96(6)1592932578,,,Ocasional
2850,877265126,Rufino,Arredondo Trujillo,F,2001-11-15,alvaro69@example.org,1-034-711-2027,3,2024-10-15,VIP
2851,959698781,Eric,Alvarado Chávez,M,1986-06-19,olivernaranjo@example.net,1-512-920-7223x0335,3,2024-04-17,VIP
2852,022174173,Perla,Cornejo Garibay,N,1985-01-20,reynaldotoledo@example.net,(511)139-9773x87927,1,2023-06-28,VIP
2853,183969042,Pedro,Rocha Orellana,M,1962-12-03,ktejeda@example.org,084-229-6651x444,2,2025-06-21,Ocasional
2854,841676107,Nancy,Ocampo Mireles,M,1990-03-05,mjuarez@example.org,206-814-8499x198,3,2024-02-04,Frecuente
2855,485713489,Marcela,Cisneros Arteaga,F,1970-09-07,rosaserrano@example.org,03008433914,,,Frecuente
2856,272103008,Arturo,Venegas Ulloa,N,1979-06-26,beniteztania@example.com,1-633-050-7495x0443,,,Frecuente
2857,278931013,David,Quintana Calderón,F,1994-08-09,reinavaldez@example.net,+28(4)4161693624,3,2025-05-20,Frecuente
2858,232900209,Ana Luisa,Solís Sotelo,N,2003-02-15,camila63@example.org,813.705.7410,1,2025-06-18,Frecuente
2859,285296628,Federico,Rolón Partida,N,1967-08-14,deliapedroza@example.net,1-941-525-8385,3,2024-03-08,Frecuente
2860,113181489,Armando,Prado González,N,2004-02-10,miguel81@example.org,(446)684-7132x901,,,Ocasional
2861,970200327,Ana María,Domínguez Zayas,M,1991-01-20,mirelesnicolas@example.net,1-118-581-1014,,,Ocasional
2862,958247022,Juan Carlos,Armenta Ceja,M,1989-09-10,jose-eduardoharo@example.com,968-289-0140x81235,4,2025-05-10,Ocasional
2863,144182497,Luis Miguel,Gil Bonilla,M,1953-06-18,ysaldivar@example.com,+27(1)6892788847,2,2023-03-02,VIP
2864,768584426,Nelly,Rico Burgos,F,1969-10-29,fariasoscar@example.org,(770)510-4730,4,2025-02-08,Ocasional
2865,813395427,Soledad,Vaca Angulo,M,1954-04-18,noemide-anda@example.org,1-114-824-1430,4,2023-03-11,Frecuente
2866,274390262,Gerardo,Lucero Mares,N,2003-02-23,dvalverde@example.net,942-596-3490x01976,4,2025-08-26,VIP
2867,088976048,Olivia,Gastélum Gurule,M,2001-02-03,jorge-luis00@example.com,09511303076,,,Frecuente
2868,368748232,Julio,Batista Romero,F,1961-06-29,ontiverosbernabe@example.com,(684)648-2098x72848,1,2024-07-16,Frecuente
2869,300511575,Angélica,Sepúlveda Caraballo,M,1955-12-14,zvela@example.net,344-405-5724,,,Frecuente
2870,760965946,Modesto,Riojas de la Torre,N,1995-01-31,garibayreina@example.com,1-620-916-0494,4,2022-09-11,Ocasional
2871,914040161,Blanca,Romero Cotto,N,1952-05-06,angelanaya@example.org,1-066-863-7218x589,,,VIP
2872,138494063,Esmeralda,Montemayor Serna,F,1985-09-15,vanesa04@example.com,+57(1)2656564165,4,2023-12-28,Frecuente
2873,982282719,Leonardo,Orellana Perea,N,1996-11-01,vcadena@example.com,01120701805,1,2023-01-19,Frecuente
2874,780425492,Socorro,Soto Valverde,F,1968-10-23,jose-carlosvargas@example.com,926.255.2576x150,3,2022-04-24,Ocasional
2875,668083406,Eva,Escobedo Montenegro,F,1974-01-12,omar08@example.com,08683043422,3,2022-10-18,Ocasional
2876,547891697,Rosalia,Zavala Saldivar,F,1998-07-03,esteban21@example.net,1-013-398-9309x04003,1,2022-04-05,VIP
2877,004449010,Minerva,Peres Montañez,N,1972-06-04,victor90@example.org,(056)502-5787,2,2023-03-21,Ocasional
2878,513103123,Alfonso,Zamora Arredondo,N,1986-01-05,santiago02@example.net,1-990-463-6919x918,2,2022-02-17,VIP
2879,128851854,Elisa,Solorio Peres,F,1981-03-26,olga83@example.com,696-163-6771,1,2024-06-29,VIP
2880,737548905,María Eugenia,Reyna Matías,M,1986-07-27,rufinopartida@example.net,(942)691-5489x78814,,,VIP
2881,839196182,Beatriz,Chavarría Holguín,M,1950-11-25,dalia77@example.org,087.550.5624,2,2024-11-10,Frecuente
2882,535645594,Gustavo,Téllez Blanco,N,1999-02-02,hquintanilla@example.net,1-501-391-9387x07414,2,2024-08-25,VIP
2883,025462449,Darío,Alonzo Campos,M,1984-07-16,geronimoterrazas@example.com,1-828-140-4624,,,Ocasional
2884,439116486,Martín,Tejada Quesada,M,1980-03-05,jorgequinonez@example.org,1-627-330-8903,4,2023-11-13,VIP
2885,066627995,Hilda,Matos Lucio,N,1954-10-30,leonel84@example.org,(109)549-6861,,,Frecuente
2886,474258206,Micaela,Rincón Escobedo,M,1964-10-20,rodriquezraul@example.org,1-919-984-6761x7099,,,Ocasional
2887,676633787,José Emilio,Carvajal Caballero,M,1962-08-28,galvanjeronimo@example.com,257.621.0902x80579,4,2024-01-17,Ocasional
2888,519125562,Jacobo,Niño Altamirano,M,1958-05-14,bacafrancisco@example.com,156-630-5727,3,2024-03-23,VIP
2889,484137234,José Emilio,Puente Correa,F,1967-01-14,agustindavila@example.org,1-589-283-9053x701,2,2022-11-03,Ocasional
2890,155198794,Esperanza,Romo Orosco,M,1970-06-30,reyesdulce-maria@example.org,(324)893-2377x56779,,,Frecuente
2891,703391442,Genaro,Núñez Oquendo,F,2000-09-07,emilia24@example.org,(842)689-8807,3,2023-06-23,Ocasional
2892,191179898,Marcos,Muñoz Rolón,F,1954-12-02,marco-antonio58@example.com,(785)645-1924x27934,2,2022-09-27,Ocasional
2893,625172423,Judith,Tijerina Cavazos,N,1953-09-22,aurora65@example.org,(873)511-8778,,,Frecuente
2894,401201473,Laura,Guajardo Huerta,M,2001-06-13,laragloria@example.net,774.763.9710x318,4,2025-10-12,Frecuente
2895,617336238,Omar,Quiñones Duarte,N,1963-11-09,kruiz@example.com,+68(8)8674205057,3,2024-12-31,Frecuente
2896,987339050,Oswaldo,Lucio Páez,F,2004-05-19,claudiobarrios@example.com,1-465-186-5153,3,2022-11-20,Ocasional
2897,816530838,Arturo,Centeno Barela,F,1999-08-31,angelica38@example.org,987-908-6865x14660,1,2023-03-09,Ocasional
2898,219115802,Benjamín,Saldaña Alcaraz,M,1999-06-06,raquel39@example.com,1-015-522-6412x465,2,2023-06-04,Ocasional
2899,446390535,Israel,Corrales Zaragoza,F,2003-11-20,mercedes87@example.org,1-168-320-2271,,,Frecuente
2900,966053555,Armando,Gallegos Blanco,N,2004-05-16,balderasclaudio@example.org,498.008.4755x57734,3,2023-07-28,Ocasional
2901,831370650,Verónica,Gálvez Cornejo,N,1961-11-28,estelazelaya@example.org,1-218-366-9498,1,2023-01-19,VIP
2902,974409502,Felix,Muñiz Villagómez,M,2002-01-10,soriageorgina@example.com,873.297.5845x6271,4,2024-08-10,Frecuente
2903,435535179,Vicente,Espinal Robledo,N,1990-04-09,colonfrancisco-javier@example.com,984-598-9090x660,2,2022-10-21,Ocasional
2904,391375269,Renato,Luevano Robles,M,1977-04-04,anapena@example.org,(465)889-9872x444,4,2023-07-18,Ocasional
2905,106177932,Julio,Guerra Borrego,N,1996-02-20,olgalemus@example.org,(092)749-3909x81122,3,2024-04-14,Ocasional
2906,606358424,Alfonso,Echeverría Benavides,N,2002-01-31,vanesa12@example.net,(851)368-4054x16523,1,2025-06-23,Ocasional
2907,630393481,Minerva,Aguilera Abreu,F,1953-07-25,esamaniego@example.com,09003226073,3,2022-01-19,Frecuente
2908,291059998,Gonzalo,Rivera Saucedo,M,1977-11-05,evelio26@example.com,846-431-0323,3,2024-01-17,VIP
2909,806201954,Esther,Tovar Moreno,F,1989-05-09,federico76@example.com,058.582.1964,2,2024-02-23,Frecuente
2910,271550530,Jacinto,Zarate Perea,N,2001-11-30,citlalijuarez@example.org,02125588983,4,2022-03-10,Ocasional
2911,031580616,Sergio,de la Garza Flórez,M,2005-10-02,romeropamela@example.org,125-706-7077,,,VIP
2912,470972308,Silvano,Escamilla Macías,N,1965-10-08,jacobo47@example.com,971-131-5687x31024,,,Frecuente
2913,668463748,Cristina,Ontiveros Lucero,M,1963-04-29,ruby63@example.net,684-583-1090,2,2025-05-22,Frecuente
2914,102303566,Elisa,Montemayor Vaca,F,1951-10-21,nadia72@example.com,1-275-027-1926,2,2024-07-06,Frecuente
2915,239743539,Hilda,Enríquez Carranza,F,2002-04-21,delgadilloeugenio@example.net,1-288-073-6649x706,2,2025-07-11,VIP
2916,760750330,Violeta,Marroquín Véliz,F,1974-03-28,carrionramon@example.com,(433)562-3950x21118,3,2022-04-30,Frecuente
2917,222643480,Mariana,Adame Armendáriz,F,1976-08-20,arevalopablo@example.org,(205)322-0893,,,Frecuente
2918,014336937,René,Muñoz Olivera,M,1969-07-16,tafoyareina@example.net,+46(6)1710147824,2,2024-08-04,Ocasional
2919,237624473,Martha,Mora Vallejo,N,1965-10-24,casasmicaela@example.org,1-066-506-8885x7602,3,2025-11-17,Ocasional
2920,086679175,Martha,Estrada Casas,F,1959-06-23,palmonte@example.com,+24(5)0632705241,,,VIP
2921,585458685,Virginia,Ponce Hinojosa,N,1977-12-16,luis-manuel46@example.net,(676)469-1428x400,1,2022-12-30,Ocasional
2922,839720481,Abigail,Alcántar Carmona,F,1996-10-04,mariairizarry@example.org,1-847-107-3823x225,3,2024-12-02,Ocasional
2923,031493966,Wilfrido,Torres Garica,N,1998-01-15,mauricioponce@example.org,233-450-1541x77657,,,Ocasional
2924,013175758,Pablo,Pérez Quesada,F,1991-09-06,ariasuriel@example.org,+05(9)1186247939,4,2025-04-05,Ocasional
2925,310761194,Esmeralda,Fonseca Madera,M,2000-03-22,liraanabel@example.org,963-155-5800x875,,,VIP
2926,533122260,Modesto,Mireles Rincón,N,1951-09-20,berta31@example.net,823.708.4446,4,2023-03-25,Frecuente
2927,736328302,Omar,Maya Alemán,F,1957-11-12,fajardosusana@example.net,03854184293,,,Ocasional
2928,767050312,Cynthia,Padrón Lemus,N,1995-03-17,maria-elena01@example.com,1-337-010-6536x054,,,VIP
2929,621341153,Raúl,Ruiz Borrego,N,1953-11-20,mariovelez@example.org,00826277569,2,2024-12-10,VIP
2930,806698858,Samuel,Abrego Puente,N,1993-04-06,maciascamilo@example.net,(960)956-6118x289,,,Ocasional
2931,999651307,Catalina,Brito Alfaro,F,1971-08-25,gmarroquin@example.com,(358)309-7533,4,2024-03-06,Ocasional
2932,783527226,José María,Fajardo Carreón,F,1991-10-12,ricardo28@example.net,1-691-861-7568x6345,,,Frecuente
2933,884907936,Victoria,Laureano Villareal,F,1950-04-20,qlemus@example.net,(206)992-5583,1,2024-01-28,Ocasional
2934,444079456,Ana,Alba Fajardo,N,1984-03-03,oswaldo08@example.com,634.491.0885,,,Ocasional
2935,262497157,Eugenia,López Valdés,N,1962-01-03,arturozuniga@example.org,1-277-834-0793x281,,,Ocasional
2936,215668387,Porfirio,Burgos Olvera,M,1959-06-26,fbriseno@example.com,(110)340-2073x61745,,,Frecuente
2937,635651558,María Elena,Ibarra Caraballo,M,2000-01-05,gbarraza@example.com,800-000-1330x21489,3,2022-08-06,VIP
2938,838337874,Aida,Herrera Aguilera,N,1955-11-21,cabanfernando@example.net,1-215-819-2772x4437,4,2025-03-29,Frecuente
2939,996534109,Lucía,Lomeli Medrano,N,1970-05-03,hbenitez@example.net,468.915.8336x59747,,,Ocasional
2940,845077262,Alvaro,Villanueva Cano,N,1990-06-13,noelia71@example.net,(908)338-2656,4,2024-01-21,Frecuente
2941,549458649,Carlos,Valverde Rodrígez,F,1953-06-30,etorrez@example.org,669-916-9927x708,4,2025-07-15,Ocasional
2942,818398224,Tania,Pineda Ocampo,M,1960-07-30,maria-eugenia48@example.net,(597)759-7767x380,4,2023-01-09,VIP
2943,449917758,Alfredo,Ríos Matías,M,1969-04-05,patinoofelia@example.org,1-373-393-4741,,,VIP
2944,324045345,Wendolin,del Río Puente,M,1961-05-02,gvalenzuela@example.com,1-707-385-4605,4,2025-02-13,Ocasional
2945,644134037,Cristal,Bonilla Rico,M,1956-07-16,celiabarrera@example.org,1-058-789-2880,,,VIP
2946,597723072,Daniel,Cortez Villalobos,M,1993-09-25,isabela76@example.net,1-088-837-0799,1,2024-06-02,Ocasional
2947,663132034,Ángela,Zaragoza Alarcón,N,1995-09-07,mcavazos@example.net,(154)344-9197x47084,3,2025-06-20,Ocasional
2948,111707936,Patricia,Osorio Saavedra,F,1990-07-13,carrascomarcos@example.org,(985)963-4365,3,2022-10-05,Frecuente
2949,606099037,Amanda,Henríquez Cano,N,1991-12-01,ocisneros@example.net,1-672-408-9628x70132,4,2022-02-26,Ocasional
2950,274960676,Benito,Nieves Otero,M,1993-11-12,drangel@example.org,(918)717-1045x99920,1,2024-06-07,Ocasional
2951,410332886,Martín,Berríos Sevilla,N,1950-03-16,cornejodebora@example.org,189.605.0346,1,2024-04-12,Ocasional
2952,638127719,Bianca,Bustamante Rojo,M,1998-09-24,gustavobustamante@example.com,1-414-655-4512x33559,1,2022-10-13,Frecuente
2953,187389862,Antonio,Pedroza Madera,N,1967-06-03,montesvanesa@example.com,303-633-8648x650,1,2025-11-24,Ocasional
2954,206716394,Ana,Ramón Lozano,N,1977-02-20,emilio52@example.com,019-165-3647x06696,3,2022-08-20,Ocasional
2955,643438612,Socorro,Rosado Ruelas,M,2002-05-14,francogabino@example.org,(524)486-4915,1,2022-08-23,Ocasional
2956,995807113,Esmeralda,Montemayor Alvarado,N,1950-05-31,jaimeselsa@example.com,184.063.9294x65132,4,2025-10-01,Ocasional
2957,406676859,María Eugenia,Briones Arroyo,M,2004-01-27,lunaserafin@example.net,1-126-438-4709x8192,1,2024-03-19,VIP
2958,641862270,Vicente,Alfaro Naranjo,N,1982-10-21,zelayabarbara@example.com,1-392-362-5932,,,Ocasional
2959,120583491,Pedro,Porras Muro,M,1964-01-19,hcasares@example.net,249.128.3006x2381,,,Frecuente
2960,769510638,Nelly,Galarza de la Rosa,N,2006-05-18,jose16@example.com,1-177-619-6079x1172,3,2025-04-13,Ocasional
2961,182807490,Sara,Córdova Granado,F,2001-06-19,itzelvallejo@example.org,353.153.5628,2,2022-04-18,Ocasional
2962,843683575,María Luisa,Chapa Márquez,F,1980-04-10,tania04@example.net,1-094-147-7168x28982,2,2022-12-28,Ocasional
2963,877137701,Araceli,Terán Cazares,N,1953-06-07,gonzalo68@example.org,06362970386,4,2024-11-17,Ocasional
2964,041397419,Tomás,Linares Quiñones,M,1955-05-04,claudiacuriel@example.org,242-637-8368,3,2024-08-08,Ocasional
2965,023753077,Arcelia,Covarrubias Molina,F,2001-08-11,bernardo45@example.org,784-759-0447x4176,3,2025-12-21,VIP
2966,457589880,Hugo,Gallegos Laboy,F,1962-11-12,araceli05@example.com,1-406-525-3293x2444,2,2024-09-10,Ocasional
2967,077309480,Wilfrido,Terrazas Gómez,M,1976-03-28,jose-luis19@example.net,508.977.5472,,,VIP
2968,405021795,Pamela,Casárez Medina,F,1970-04-23,bamaya@example.com,(501)622-0437,,,Ocasional
2969,288878200,María,Castellanos Huerta,N,2003-04-20,pascual72@example.com,492-615-2830x5682,2,2022-06-13,VIP
2970,245585909,Amelia,Valencia Arreola,N,1953-08-31,alejandrarojo@example.net,098-822-0925x2109,,,Frecuente
2971,565050987,Gerardo,Colón Estévez,N,1988-04-19,francisco-javier79@example.org,1-027-929-9025,,,Frecuente
2972,876471295,Asunción,Altamirano Alejandro,M,1966-11-20,darioroque@example.net,(257)998-8359x4326,3,2022-05-20,Ocasional
2973,284626367,Aldo,Gómez Domínguez,F,1972-09-04,helenaarroyo@example.net,+77(0)0378171506,2,2023-02-25,Frecuente
2974,203553305,Patricia,Menchaca Cordero,N,1963-08-29,juana08@example.net,(959)208-5151x2286,1,2022-01-03,Ocasional
2975,862306677,Juan Carlos,Armenta Alonzo,F,1975-10-15,klongoria@example.com,01715903648,1,2025-02-19,Ocasional
2976,768344425,Minerva,Guzmán Rodríguez,N,1960-08-13,jaimealonso@example.org,599-684-8343,,,Ocasional
2977,531408186,Celia,Valle Quintanilla,M,1988-04-26,esalas@example.com,(295)995-7194,,,VIP
2978,584725905,Marcela,Salgado Ávalos,M,1980-12-12,roblesaugusto@example.net,00353363592,3,2025-06-15,Ocasional
2979,164693538,Camila,Rodrígez Duarte,M,1971-06-03,gabrielaalba@example.com,155-886-6314x38706,4,2022-05-14,Ocasional
2980,890425991,Blanca,Barela Montalvo,F,1964-06-25,clemente11@example.net,895-949-1926x5951,4,2022-09-02,Frecuente
2981,507988415,Martín,Flórez Gonzales,N,1992-12-31,borellana@example.com,(143)137-4001x9801,2,2022-11-28,Frecuente
2982,793688399,Bianca,Acuña Parra,M,1967-02-12,pilarde-anda@example.org,432-654-9518,,,Frecuente
2983,973211423,Sandra,Sánchez Casárez,F,2005-05-14,psanches@example.net,1-517-915-4369,2,2025-09-07,Frecuente
2984,984773998,Porfirio,Arevalo Gallardo,N,1996-01-03,josefina94@example.net,304.940.8091x0069,4,2022-08-16,Frecuente
2985,774493259,Irma,Pacheco Toledo,N,1973-05-26,zavalaomar@example.net,1-331-679-2664,3,2024-09-24,VIP
2986,452328039,Adriana,Granados Arriaga,N,1976-11-24,amontenegro@example.com,1-990-640-8106x7109,2,2024-03-23,VIP
2987,506506841,Bernardo,Quintanilla Núñez,M,2000-12-07,berta05@example.net,(086)537-4945,1,2022-12-03,Frecuente
2988,003464865,Jonás,Tejada Estévez,N,1961-01-16,arturososa@example.com,665.493.4781x26888,4,2022-05-24,Frecuente
2989,582878986,Carlota,Aguilar Rodarte,M,1987-01-23,lgriego@example.org,09703078176,,,Ocasional
2990,097080692,Carolina,Haro de León,M,1971-02-18,israel88@example.org,09127761518,3,2025-04-17,Ocasional
2991,423193492,Alta  Gracia,Rascón Sandoval,M,1987-11-23,hugo24@example.com,1-600-425-9765x712,,,Frecuente
2992,698218745,Ivonne,Hidalgo Lugo,M,1959-06-23,patricio47@example.net,(519)614-9901x40905,1,2023-05-23,VIP
2993,070100952,Hernán,Macías Márquez,N,2001-07-30,pde-la-rosa@example.net,216.538.9739,3,2024-02-12,Frecuente
2994,192547749,Zacarías,Arriaga Reyna,N,1980-03-18,vorellana@example.com,524.420.3157x997,4,2023-07-15,Ocasional
2995,313428429,Abril,Palacios Montenegro,M,1969-12-25,canalescesar@example.com,077.836.3509,1,2024-02-20,Ocasional
2996,681263789,Lucía,Segura Arriaga,M,2006-10-29,varelaclara@example.org,1-166-239-3526x017,1,2025-04-29,Frecuente
2997,271130655,Sonia,Ramos Delgadillo,N,1976-03-14,vmontalvo@example.net,03261354270,4,2024-05-05,VIP
2998,644672619,Armando,Ureña Cazares,N,1982-12-17,eloycenteno@example.net,002-530-4674x07185,2,2023-10-20,VIP
2999,327168374,Estefanía,Gonzales Carreón,M,1955-01-22,molinakarina@example.com,1-835-628-7531x84833,1,2025-03-24,Ocasional
3000,996363010,José María,Loera Valladares,F,2005-10-26,blancamontanez@example.org,1-964-587-1663x93032,1,2023-09-29,Ocasional
3001,998302522,Cynthia,Caldera Puente,F,1983-11-24,robledoabelardo@example.org,215-574-1251x2188,,,Ocasional
3002,893480209,Elias,Esquivel López,N,1979-06-01,bernalmariano@example.net,1-194-455-7669x62536,3,2022-02-21,VIP
3003,634172011,María Cristina,Candelaria Canales,M,1966-08-22,vcasillas@example.org,+34(5)7417565923,3,2022-12-23,VIP
3004,151996534,Abigail,Arreola Cedillo,N,1992-07-31,guillermodominguez@example.org,716.643.3351,2,2024-07-02,Frecuente
3005,107246304,Rufino,Razo Crespo,F,2001-11-04,barrazaangela@example.com,927-099-3067,,,Frecuente
3006,528691588,Luis Miguel,Hidalgo Castillo,F,2005-06-23,carrionaurelio@example.com,1-310-109-1046x00520,3,2022-08-04,Ocasional
3007,929251205,Hugo,Vigil Molina,F,2000-02-05,iperales@example.com,1-510-389-5372x27839,,,Ocasional
3008,421931780,Dulce,Zapata Aguilera,N,1984-03-30,jacintogallegos@example.org,(488)807-6965,4,2023-11-11,Ocasional
3009,650330582,María Teresa,Rojas Ozuna,F,1996-09-14,hugo39@example.com,289.146.3124x5347,1,2025-07-09,Frecuente
3010,376963489,Francisca,Verdugo Barraza,F,1986-11-12,palominoaldo@example.net,478-182-2234x4944,,,Ocasional
3011,638590052,María Elena,Madrid Tello,M,1966-05-09,ofelia56@example.net,445.142.1572x99142,4,2025-10-17,Frecuente
3012,091932253,Juan,Baca Rosado,M,1976-11-02,gaonaeloy@example.net,04382764612,,,VIP
3013,122506963,Eric,Zaragoza Mora,F,1982-04-02,gabino52@example.com,913.720.6773x09780,2,2022-02-12,VIP
3014,644931307,Fabiola,Gallardo Herrera,F,1990-05-04,zvaldivia@example.org,+75(3)9191938289,,,Ocasional
3015,523241209,Armando,Segovia Gaitán,M,1956-08-15,adan73@example.net,485-505-0681x5114,1,2025-02-11,Ocasional
3016,169241795,Linda,Cepeda Rincón,M,1990-01-10,leonardo62@example.org,627.243.8144x565,,,Ocasional
3017,575865996,Armando,Jasso Villarreal,F,1984-08-04,nmontalvo@example.net,+14(4)6338455450,3,2023-02-14,Ocasional
3018,894052564,Augusto,Castillo Collado,F,2004-05-26,antoniasoliz@example.net,481-312-0593x0898,3,2022-04-22,Ocasional
3019,315295542,Serafín,González Alva,F,1972-04-06,ursulaescalante@example.org,1-024-176-6970x68382,,,Ocasional
3020,813509763,Pedro,de Anda Ochoa,F,2001-03-26,srangel@example.org,(009)773-5496x25959,,,Frecuente
3021,012117169,Aida,Carrillo Cisneros,F,1955-06-07,gamboajose@example.com,1-012-534-3646,3,2023-10-25,Ocasional
3022,630058946,Luis Miguel,Verdugo Garibay,F,1958-03-24,bbanuelos@example.com,564-403-1482x21194,4,2022-10-11,Frecuente
3023,224702700,Isabel,Salcido Dueñas,M,1954-10-15,montenegrojose-luis@example.com,216.855.5026,4,2023-07-19,Ocasional
3024,623529534,Rubén,Linares Nazario,M,1983-05-13,moralesoctavio@example.org,607.228.8499x39288,2,2022-07-04,VIP
3025,479074943,Lorenzo,Oquendo Santiago,M,1994-07-23,calvilloalta-gracia@example.com,528-544-3052x36141,3,2025-01-24,VIP
3026,500780020,Magdalena,González Rael,M,1961-11-22,rinconteodoro@example.org,420.050.2940x799,1,2024-03-07,Frecuente
3027,991637521,Esperanza,Zarate Quintero,M,1995-02-14,gvalentin@example.org,+48(5)9159054248,1,2024-09-18,Frecuente
3028,917296072,Marisela,Solorzano Leyva,N,1975-10-09,manzanaresbernardo@example.com,140.887.7951x569,1,2023-02-19,Ocasional
3029,410497657,Rolando,Cruz Cervantes,N,2003-10-06,felicianomaria-eugenia@example.net,1-016-884-0476x3309,4,2023-04-28,Ocasional
3030,661833670,Roberto,Marín Rodríguez,F,1971-06-19,maganabenjamin@example.com,928-427-6774x16537,1,2025-05-20,Ocasional
3031,942912153,Gilberto,Pantoja Núñez,M,1994-07-09,vvaladez@example.com,1-716-436-1116,2,2023-07-23,VIP
3032,338882224,Norma,Negrete Villagómez,F,2000-12-04,citlali41@example.com,06874782563,1,2022-05-25,VIP
3033,938796085,Georgina,Figueroa Delgadillo,N,1997-10-11,asuncion01@example.org,+28(8)3149141011,4,2024-02-26,VIP
3034,069223063,Catalina,Armenta Bonilla,M,1965-06-28,dmagana@example.com,1-815-796-1942x38021,3,2024-01-11,Frecuente
3035,424518896,Débora,Hinojosa Medina,M,1974-12-16,fridaromo@example.net,+80(7)0927857436,,,Frecuente
3036,152294423,Graciela,Dávila Mendoza,F,1983-07-25,diego47@example.org,(691)546-6692,4,2023-04-20,Ocasional
3037,710398435,Abel,Roybal Delgado,F,2000-07-19,icordova@example.org,1-187-086-3344x53975,3,2023-11-19,VIP
3038,697152020,Amalia,Ulloa de León,M,1993-01-29,fernandeznelly@example.net,1-698-028-4402,4,2022-11-24,Ocasional
3039,816696220,María del Carmen,Sierra Feliciano,F,1978-06-22,qcenteno@example.com,(494)147-9044x7515,3,2022-07-21,VIP
3040,503803278,Eugenio,Salas Zelaya,N,2004-04-24,karlaalmanza@example.com,+82(3)8200029780,4,2025-06-15,Frecuente
3041,316064553,Lucía,Rosario Urías,N,1957-02-26,socorrojasso@example.com,1-530-922-2212,4,2022-02-15,Frecuente
3042,965504256,Noelia,Trujillo Candelaria,F,1993-08-08,nalonso@example.com,(322)327-2344x2416,,,VIP
3043,405848537,Ana Luisa,Sevilla Gallegos,N,1965-12-17,hernandezpamela@example.net,948-223-3228x46619,,,VIP
3044,981542083,Rodolfo,Valverde Rael,F,1957-06-25,armentanancy@example.net,08632133752,,,Ocasional
